"Hotel","Method","Dataset","Accuracy","Precision","Recall","F1_Score","AUC"
"Resort Hotel","SMOTE","Validation",0.810802715654952,0.671307037896365,0.624235886371809,0.646916340599963,0.873765682671957
"Resort Hotel","SMOTE","Test",0.795826677316294,0.604249291784703,0.766990291262136,0.67596260497544,0.87427752293863
"Resort Hotel","DownSample","Validation",0.810802715654952,0.671307037896365,0.624235886371809,0.646916340599963,0.873765682671957
"Resort Hotel","DownSample","Test",0.795826677316294,0.604249291784703,0.766990291262136,0.67596260497544,0.87427752293863
