"Hotel","Method","Dataset","Accuracy","Precision","Recall","F1_Score","AUC"
"City Hotel","SMOTE","Validation",0.760700389105058,0.715686274509804,0.691943127962085,0.703614457831325,0.806046955406441
"City Hotel","SMOTE","Test",0.749375720322705,0.729344729344729,0.692340977931631,0.710361285309951,0.82034480284649
"City Hotel","DownSample","Validation",0.745136186770428,0.68348623853211,0.706161137440758,0.694638694638695,0.806046955406441
"City Hotel","DownSample","Test",0.743469074145217,0.713972362360167,0.704240588489831,0.70907308572051,0.82034480284649
